year,lake_name,lake_id,transect,transect_id,lat,long,depth_m,substrate,rake_total,species_richness,emergent_richness,submersed_richness,floating_richness,typha_angustifolia,sagittaria_latifolia,schenoplectus_tabernaemontani,sparganium_spp,ceratophyllum_demersum,chara_spp,najas_flexilis,potamogeton_crispus,potamogeton_foliosus,potamogeton_nodosus,stuckenia_pectinata,lemna_spp,persicaria_amphibia
2019,Center,19,13,177,43.416133,-95.133267,1.83,Rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Center,19,13,177,43.416133,-95.133267,2.44,Rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Center,19,14,178,43.416433,-95.1371,0,Rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Center,19,14,178,43.416433,-95.1371,0.61,Rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Center,19,14,178,43.416433,-95.1371,1.22,Rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Center,19,14,178,43.416433,-95.1371,1.83,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Center,19,14,178,43.416433,-95.1371,2.44,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Center,19,15,179,43.415033,-95.14015,0,Rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Center,19,15,179,43.415033,-95.14015,0.61,Rock,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,Center,19,15,179,43.415033,-95.14015,1.22,Rock,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,Center,19,15,179,43.415033,-95.14015,1.83,Rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Center,19,15,179,43.415033,-95.14015,2.44,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,1,142,43.137267,-94.660483,0,Rock,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,1,142,43.137267,-94.660483,0.61,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,1,142,43.137267,-94.660483,1.22,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,1,142,43.137267,-94.660483,1.83,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,1,142,43.137267,-94.660483,2.44,Muck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,2,143,43.142933,-94.657967,0,Rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,2,143,43.142933,-94.657967,0.61,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,2,143,43.142933,-94.657967,1.22,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,2,143,43.142933,-94.657967,1.83,Muck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,2,143,43.142933,-94.657967,2.44,Muck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,3,144,43.15165,-94.653083,0,Rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,3,144,43.15165,-94.653083,0.61,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,3,144,43.15165,-94.653083,1.22,Muck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,3,144,43.15165,-94.653083,1.83,Muck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,4,145,43.153433,-94.647067,0,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,4,145,43.153433,-94.647067,0.61,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,4,145,43.153433,-94.647067,1.22,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,4,145,43.153433,-94.647067,1.83,Muck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,5,146,43.157517,-94.642883,0,Rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,5,146,43.157517,-94.642883,0.61,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,5,146,43.157517,-94.642883,1.22,Muck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,5,146,43.157517,-94.642883,1.83,Muck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,6,147,43.162833,-94.64345,0,Rock,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,6,147,43.162833,-94.64345,0.61,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,6,147,43.162833,-94.64345,1.22,Muck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,7,148,43.164567,-94.643833,0,Rock,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,7,148,43.164567,-94.643833,0.61,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,7,148,43.164567,-94.643833,1.22,Muck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,8,149,43.16945,-94.643183,0,Sand,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,8,149,43.16945,-94.643183,0.61,Sand,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,8,149,43.16945,-94.643183,1.22,Muck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,9,150,43.1653,-94.647017,0,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,9,150,43.1653,-94.647017,0.61,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,9,150,43.1653,-94.647017,1.22,Muck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,10,151,43.160317,-94.647233,0,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,10,151,43.160317,-94.647233,0.61,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,10,151,43.160317,-94.647233,1.22,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,11,251,43.155483,-94.654567,0,Rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,11,251,43.155483,-94.654567,0.61,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,11,251,43.155483,-94.654567,1.22,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,11,251,43.155483,-94.654567,1.83,Muck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,12,152,43.151,-94.659817,0,Rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,12,152,43.151,-94.659817,0.61,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,12,152,43.151,-94.659817,1.22,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,13,153,43.139617,-94.661433,0,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,13,153,43.139617,-94.661433,0.61,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,13,153,43.139617,-94.661433,1.22,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,14,154,43.138583,-94.664533,0,Rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,14,154,43.138583,-94.664533,0.61,Muck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,14,154,43.138583,-94.664533,1.22,Muck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,15,155,43.135933,-94.668917,0,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,15,155,43.135933,-94.668917,0.61,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,15,155,43.135933,-94.668917,1.22,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,16,156,43.132567,-94.6749,0,Rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,16,156,43.132567,-94.6749,0.61,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,16,156,43.132567,-94.6749,1.22,Muck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,17,157,43.129833,-94.6749,0,Rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,17,157,43.129833,-94.6749,0.61,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,17,157,43.129833,-94.6749,1.22,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,18,158,43.1268,-94.674817,0,Rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,18,158,43.1268,-94.674817,0.61,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,18,158,43.1268,-94.674817,1.22,Sand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Five Island,36,19,159,43.1235,-94.679367,0,Rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
